"Date","Public","Member","Group","School","Birthdays","Total","Weather","","","","","","","","","","","","","","","","","",""
"5/29/11","974","166","19","45","0","1,204","Sunny","","","","","","","","","","","","","","","","","",""
"5/28/11","862","220","13","0","0","1,095","Sunny","","","","","","","","","","","","","","","","","",""
"5/27/11","539","147","0","57","0","743","Rainy","","","","","","","","","","","","","","","","","",""
"5/26/11","338","84","34","152","0","608","Cloudy","","","","","","","","","","","","","","","","","",""
"5/25/11","393","83","12","175","0","663","Rainy","","","","","","","","","","","","","","","","","",""
"5/24/11","403","102","0","51","0","556","Cloudy","","","","","","","","","","","","","","","","","",""
"5/23/11","865","393","0","0","0","1,258","Rainy","","","","","","","","","","","","","","","","","",""
"5/22/11","1070","403","10","0","0","1,483","Rainy","","","","","","","","","","","","","","","","","",""
"5/21/11","1304","489","45","0","0","1,838","Sunny","","","","","","","","","","","","","","","","","",""
"5/20/11","479","178","55","179","0","891","Sunny","","","","","","","","","","","","","","","","","",""
"5/19/11","200","0","45","213","0","458","Sunny","","","","","","","","","","","","","","","","","",""
"5/18/11","297","55","21","262","0","635","Sunny","","","","","","","","","","","","","","","","","",""
"5/17/11","548","70","0","14","0","632","Sunny","","","","","","","","","","","","","","","","","",""
"5/16/11","450","81","14","148","0","693","Cloudy","","","","","","","","","","","","","","","","","",""
"5/15/11","879","416","0","0","0","1,295","Rainy","","","","","","","","","","","","","","","","","",""
"5/14/11","976","301","0","0","0","1,277","Sunny","","","","","","","","","","","","","","","","","",""
"5/13/11","315","72","0","59","0","446","Sunny","","","","","","","","","","","","","","","","","",""
"5/12/11","366","90","14","272","0","742","Rainy","","","","","","","","","","","","","","","","","",""
"5/11/11","544","151","0","166","0","861","Rainy","","","","","","","","","","","","","","","","","",""
"5/10/11","336","77","13","120","0","546","Cloudy","","","","","","","","","","","","","","","","","",""
"5/9/11","331","51","0","237","0","619","Cloudy","","","","","","","","","","","","","","","","","",""
"5/8/11","620","214","0","0","0","834","Cloudy","","","","","","","","","","","","","","","","","",""
"5/7/11","945","241","64","0","0","1,250","Rainy","","","","","","","","","","","","","","","","","",""
"5/6/11","506","184","32","118","0","840","Rainy","","","","","","","","","","","","","","","","","",""
"5/5/11","333","95","34","80","0","542","Cloudy","","","","","","","","","","","","","","","","","",""
"5/4/11","258","63","27","201","0","549","Sunny","","","","","","","","","","","","","","","","","",""
"5/3/11","209","64","0","301","0","574","Cloudy","","","","","","","","","","","","","","","","","",""
"5/2/11","343","64","0","49","0","456","Cloudy","","","","","","","","","","","","","","","","","",""
"5/1/11","565","126","0","0","0","691","Sunny","","","","","","","","","","","","","","","","","",""
"4/30/11","612","175","28","0","0","815","Sunny","","","","","","","","","","","","","","","","","",""
"4/29/11","395","90","0","343","0","828","Cloudy","","","","","","","","","","","","","","","","","",""
"4/28/11","430","110","18","196","0","754","Cloudy","","","","","","","","","","","","","","","","","",""
"4/27/11","378","83","0","79","0","540","Cloudy","","","","","","","","","","","","","","","","","",""
"4/26/11","442","108","0","81","0","631","Rainy","","","","","","","","","","","","","","","","","",""
"4/25/11","1318","761","16","0","0","2,095","Rainy","","","","","","","","","","","","","","","","","",""
"4/24/11","809","218","11","0","0","1,038","Cloudy","","","","","","","","","","","","","","","","","",""
"4/23/11","777","159","40","0","0","976","Sunny","","","","","","","","","","","","","","","","","",""
"4/22/11","866","394","24","0","0","1,284","Sunny","","","","","","","","","","","","","","","","","",""
"4/21/11","517","119","35","152","0","823","Sunny","","","","","","","","","","","","","","","","","",""
"4/20/11","361","60","12","347","0","780","Sunny","","","","","","","","","","","","","","","","","",""
"4/19/11","318","97","15","21","0","451","Sunny","","","","","","","","","","","","","","","","","",""
"4/18/11","246","74","27","99","0","446","Sunny","","","","","","","","","","","","","","","","","",""
"4/17/11","850","237","10","34","0","1,131","Sunny","","","","","","","","","","","","","","","","","",""
"4/16/11","808","281","0","0","0","1,089","Sunny","","","","","","","","","","","","","","","","","",""
"4/15/11","296","192","38","178","0","704","Sunny","","","","","","","","","","","","","","","","","",""
"4/14/11","265","107","11","23","0","406","Rainy","","","","","","","","","","","","","","","","","",""
"4/13/11","280","141","21","0","0","442","Cloudy","","","","","","","","","","","","","","","","","",""
"4/12/11","244","75","0","181","0","500","Sunny","","","","","","","","","","","","","","","","","",""
"4/11/11","256","61","0","115","0","432","Sunny","","","","","","","","","","","","","","","","","",""
"4/10/11","948","466","0","0","0","1,414","Cloudy","","","","","","","","","","","","","","","","","",""
"4/9/11","647","316","13","0","0","976","Sunny","","","","","","","","","","","","","","","","","",""
"4/8/11","184","98","0","133","0","415","Sunny","","","","","","","","","","","","","","","","","",""
"4/7/11","218","88","0","85","0","391","Sunny","","","","","","","","","","","","","","","","","",""
"4/6/11","262","95","0","127","0","484","Sunny","","","","","","","","","","","","","","","","","",""
"4/5/11","326","108","0","0","0","434","Cloudy","","","","","","","","","","","","","","","","","",""
"4/4/11","347","79","26","0","0","452","Rainy","","","","","","","","","","","","","","","","","",""
"4/3/11","771","415","0","0","0","1,186","Cloudy","","","","","","","","","","","","","","","","","",""
"4/2/11","831","272","0","41","0","1,144","Sunny","","","","","","","","","","","","","","","","","",""
"4/1/11","1083","299","26","0","0","1,408","Cloudy","","","","","","","","","","","","","","","","","",""
"3/31/11","907","354","83","0","0","1,344","Cloudy","","","","","","","","","","","","","","","","","",""
"3/30/11","1024","379","102","34","0","1,539","Cloudy","","","","","","","","","","","","","","","","","",""
"3/29/11","929","305","226","0","0","1,460","Cloudy","","","","","","","","","","","","","","","","","",""
"3/28/11","885","319","36","0","0","1,240","Cloudy","","","","","","","","","","","","","","","","","",""
"3/27/11","925","434","24","0","0","1,383","Sunny","","","","","","","","","","","","","","","","","",""
"3/26/11","1339","398","36","0","0","1,773","Sunny","","","","","","","","","","","","","","","","","",""
"3/25/11","1760","530","162","0","0","2,452","Cloudy","","","","","","","","","","","","","","","","","",""
"3/24/11","1528","346","76","0","0","1,950","Sunny","","","","","","","","","","","","","","","","","",""
"3/23/11","1367","359","247","0","0","1,973","Sunny","","","","","","","","","","","","","","","","","",""
"3/22/11","1656","462","299","0","0","2,417","Cloudy","","","","","","","","","","","","","","","","","",""
"3/21/11","1536","502","49","0","0","2,087","Rainy","","","","","","","","","","","","","","","","","",""
"3/20/11","876","314","11","0","0","1,201","Sunny","","","","","","","","","","","","","","","","","",""
"3/19/11","1264","417","0","0","0","1,681","Sunny","","","","","","","","","","","","","","","","","",""
"3/18/11","673","180","21","62","0","936","Cloudy","","","","","","","","","","","","","","","","","",""
"3/17/11","484","168","102","72","0","826","Cloudy","","","","","","","","","","","","","","","","","",""
"3/16/11","565","159","0","26","0","750","Cloudy","","","","","","","","","","","","","","","","","",""
"3/15/11","621","200","23","54","0","898","Rainy","","","","","","","","","","","","","","","","","",""
"3/14/11","585","158","24","43","0","810","Rainy","","","","","","","","","","","","","","","","","",""
"3/13/11","849","336","15","0","0","1,200","Rainy","","","","","","","","","","","","","","","","","",""
"3/12/11","931","340","26","0","0","1,297","Rainy","","","","","","","","","","","","","","","","","",""
"3/11/11","397","112","41","121","0","671","Rainy","","","","","","","","","","","","","","","","","",""
"3/10/11","222","101","0","26","0","349","Cloudy","","","","","","","","","","","","","","","","","",""
"3/9/11","241","104","0","142","0","487","Rainy","","","","","","","","","","","","","","","","","",""
"3/8/11","164","82","0","0","0","246","Rainy","","","","","","","","","","","","","","","","","",""
"3/7/11","157","74","0","12","0","243","Sunny","","","","","","","","","","","","","","","","","",""
"3/6/11","510","264","0","0","0","774","Sunny","","","","","","","","","","","","","","","","","",""
"3/5/11","640","233","17","0","0","890","Sunny","","","","","","","","","","","","","","","","","",""
"3/4/11","352","136","8","242","0","738","Cloudy","","","","","","","","","","","","","","","","","",""
"3/3/11","146","124","31","0","0","301","Cloudy","","","","","","","","","","","","","","","","","",""
"3/2/11","204","82","0","82","0","368","Cloudy","","","","","","","","","","","","","","","","","",""
"3/1/11","152","102","0","64","0","318","Cloudy","","","","","","","","","","","","","","","","","",""
"2/28/11","212","81","12","0","0","305","Cloudy","","","","","","","","","","","","","","","","","",""
"2/27/11","526","112","0","0","0","638","Snowy","","","","","","","","","","","","","","","","","",""
"2/26/11","879","274","23","0","0","1,176","Snowy","","","","","","","","","","","","","","","","","",""
"2/25/11","462","289","79","0","0","830","Sunny","","","","","","","","","","","","","","","","","",""
"2/24/11","346","85","0","172","0","603","Sunny","","","","","","","","","","","","","","","","","",""
"2/23/11","423","87","28","65","0","603","Cloudy","","","","","","","","","","","","","","","","","",""
"2/22/11","338","108","0","0","0","446","Sunny","","","","","","","","","","","","","","","","","",""
"2/21/11","417","203","0","12","0","632","Cloudy","","","","","","","","","","","","","","","","","",""
"2/20/11","706","284","12","0","0","1,002","Sunny","","","","","","","","","","","","","","","","","",""
"2/19/11","672","241","5","0","0","918","Sunny","","","","","","","","","","","","","","","","","",""
"2/18/11","578","276","40","96","0","990","Cloudy","","","","","","","","","","","","","","","","","",""
"2/17/11","323","118","13","44","0","498","Cloudy","","","","","","","","","","","","","","","","","",""
"2/16/11","307","83","0","16","0","406","Rainy","","","","","","","","","","","","","","","","","",""
"2/15/11","237","106","0","0","0","343","Cloudy","","","","","","","","","","","","","","","","","",""
"2/14/11","508","283","17","0","0","808","Rainy","","","","","","","","","","","","","","","","","",""
"2/13/11","662","336","0","0","0","998","Sunny","","","","","","","","","","","","","","","","","",""
"2/12/11","872","264","0","0","0","1,136","Rainy","","","","","","","","","","","","","","","","","",""
"2/11/11","448","333","39","0","0","820","Cloudy","","","","","","","","","","","","","","","","","",""
"2/10/11","161","101","38","0","0","300","Cloudy","","","","","","","","","","","","","","","","","",""
"2/9/11","133","53","49","0","0","235","Cloudy","","","","","","","","","","","","","","","","","",""
"2/8/11","141","78","0","0","0","219","Cloudy","","","","","","","","","","","","","","","","","",""
"2/7/11","143","67","0","0","0","210","Cloudy","","","","","","","","","","","","","","","","","",""
"2/6/11","494","408","0","18","0","920","Rainy","","","","","","","","","","","","","","","","","",""
"2/5/11","591","252","71","0","0","914","Cloudy","","","","","","","","","","","","","","","","","",""
"2/4/11","274","102","0","0","0","376","Cloudy","","","","","","","","","","","","","","","","","",""
"2/3/11","161","72","0","28","0","261","Rainy","","","","","","","","","","","","","","","","","",""
"2/2/11","111","42","10","0","0","163","Cloudy","","","","","","","","","","","","","","","","","",""
"2/1/11","88","55","0","0","0","143","Sunny","","","","","","","","","","","","","","","","","",""
"1/31/11","172","101","0","0","0","273","Sunny","","","","","","","","","","","","","","","","","",""
"1/30/11","482","284","0","0","0","766","Sunny","","","","","","","","","","","","","","","","","",""
"1/29/11","787","337","0","0","0","1,124","Rainy","","","","","","","","","","","","","","","","","",""
"1/28/11","466","139","0","0","0","605","Cloudy","","","","","","","","","","","","","","","","","",""
"1/27/11","289","60","0","0","0","349","Cloudy","","","","","","","","","","","","","","","","","",""
"1/26/11","149","49","0","21","0","219","Cloudy","","","","","","","","","","","","","","","","","",""
"1/25/11","116","42","0","0","0","158","Cloudy","","","","","","","","","","","","","","","","","",""
"1/24/11","290","114","0","0","0","404","Rainy","","","","","","","","","","","","","","","","","",""
"1/23/11","634","295","0","0","0","929","Cloudy","","","","","","","","","","","","","","","","","",""
"1/22/11","642","139","0","0","0","781","Cloudy","","","","","","","","","","","","","","","","","",""
"1/21/11","356","77","0","0","0","433","Rainy","","","","","","","","","","","","","","","","","",""
"1/20/11","106","60","0","0","0","166","Rainy","","","","","","","","","","","","","","","","","",""
"1/19/11","152","65","0","0","0","217","Cloudy","","","","","","","","","","","","","","","","","",""
"1/18/11","190","84","0","0","0","274","Cloudy","","","","","","","","","","","","","","","","","",""
"1/17/11","217","59","0","0","0","276","Cloudy","","","","","","","","","","","","","","","","","",""
"1/16/11","672","262","0","0","0","934","Rainy","","","","","","","","","","","","","","","","","",""
"1/15/11","269","187","0","0","0","456","Rainy","","","","","","","","","","","","","","","","","",""
"1/14/11","219","108","0","0","0","327","Rainy","","","","","","","","","","","","","","","","","",""
"1/13/11","179","88","0","0","0","267","Rainy","","","","","","","","","","","","","","","","","",""
"1/12/11","135","49","0","0","0","184","Cloudy","","","","","","","","","","","","","","","","","",""
"1/11/11","124","72","0","0","0","196","Cloudy","","","","","","","","","","","","","","","","","",""
"1/10/11","142","61","0","0","0","203","Sunny","","","","","","","","","","","","","","","","","",""
"1/9/11","4009","262","131","0","0","4,402","Sunny","","","","","","","","","","","","","","","","","",""
"1/8/11","4481","273","171","0","0","4,925","Cloudy","","","","","","","","","","","","","","","","","",""
"1/7/11","2653","146","134","100","0","3,033","Cloudy","","","","","","","","","","","","","","","","","",""
"1/6/11","1960","90","99","555","0","2,704","Rainy","","","","","","","","","","","","","","","","","",""
"1/5/11","2294","87","34","198","0","2,613","Rainy","","","","","","","","","","","","","","","","","",""
"1/4/11","2078","111","0","0","0","2,189","Cloudy","","","","","","","","","","","","","","","","","",""
"1/3/11","3726","332","0","0","0","4,058","Cloudy","","","","","","","","","","","","","","","","","",""
"1/2/11","3419","287","0","1","0","3,707","Sunny","","","","","","","","","","","","","","","","","",""
"1/1/11","2583","263","0","0","0","2,846","Sunny","","","","","","","","","","","","","","","","","",""
"12/31/10","1866","269","0","0","0","2,135","Sunny","","","","","","","","","","","","","","","","","",""
"12/30/10","4530","437","19","0","0","4,986","Sunny","","","","","","","","","","","","","","","","","",""
"12/29/10","3704","363","0","0","0","4,067","Cloudy","","","","","","","","","","","","","","","","","",""
"12/28/10","3832","422","20","0","0","4,274","Rainy","","","","","","","","","","","","","","","","","",""
"12/27/10","3621","330","0","0","0","3,951","Rainy","","","","","","","","","","","","","","","","","",""
"12/26/10","1691","220","0","0","0","1,911","Cloudy","","","","","","","","","","","","","","","","","",""
"12/24/10","822","120","0","0","0","942","Rainy","","","","","","","","","","","","","","","","","",""
"12/23/10","1994","221","0","0","0","2,215","Rainy","","","","","","","","","","","","","","","","","",""
"12/22/10","1683","276","0","0","0","1,959","Cloudy","","","","","","","","","","","","","","","","","",""
"12/21/10","1432","302","0","0","0","1,734","Sunny","","","","","","","","","","","","","","","","","",""
"12/20/10","1346","195","26","0","0","1,567","Cloudy","","","","","","","","","","","","","","","","","",""
"12/19/10","1162","223","0","0","0","1,385","Sunny","","","","","","","","","","","","","","","","","",""
"12/18/10","1195","224","0","0","0","1,419","Cloudy","","","","","","","","","","","","","","","","","",""
"12/17/10","788","80","23","154","0","1,045","Sunny","","","","","","","","","","","","","","","","","",""
"12/16/10","639","75","0","420","0","1,134","Cloudy","","","","","","","","","","","","","","","","","",""
"12/15/10","410","40","93","382","0","925","Cloudy","","","","","","","","","","","","","","","","","",""
"12/14/10","379","34","14","768","0","1,195","Rainy","","","","","","","","","","","","","","","","","",""
"12/13/10","351","59","0","755","0","1,165","Cloudy","","","","","","","","","","","","","","","","","",""
"12/12/10","896","230","0","23","0","1,149","Rainy","","","","","","","","","","","","","","","","","",""
"12/11/10","1182","184","0","16","0","1,382","Rainy","","","","","","","","","","","","","","","","","",""
"12/10/10","628","94","23","1043","0","1,788","Rainy","","","","","","","","","","","","","","","","","",""
"12/9/10","441","66","0","914","0","1,421","Rainy","","","","","","","","","","","","","","","","","",""
"12/8/10","292","65","32","599","0","988","Rainy","","","","","","","","","","","","","","","","","",""
"12/7/10","281","78","15","997","0","1,371","Rainy","","","","","","","","","","","","","","","","","",""
"12/6/10","310","49","21","140","0","520","Sunny","","","","","","","","","","","","","","","","","",""
"12/5/10","723","206","0","32","0","961","Sunny","","","","","","","","","","","","","","","","","",""
"12/4/10","1101","195","83","24","0","1,403","Sunny","","","","","","","","","","","","","","","","","",""
"12/3/10","507","85","0","952","0","1,544","Sunny","","","","","","","","","","","","","","","","","",""
"12/2/10","421","71","19","730","0","1,241","Cloudy","","","","","","","","","","","","","","","","","",""
"12/1/10","221","78","29","380","0","708","Cloudy","","","","","","","","","","","","","","","","","",""
"11/30/10","313","83","39","473","0","908","Rainy","","","","","","","","","","","","","","","","","",""
"11/29/10","291","45","544","0","0","880","Cloudy","","","","","","","","","","","","","","","","","",""
"11/28/10","924","344","0","0","0","1,268","Cloudy","","","","","","","","","","","","","","","","","",""
"11/27/10","1649","270","136","0","0","2,055","Cloudy","","","","","","","","","","","","","","","","","",""
"11/26/10","913","241","131","245","0","1,530","Cloudy","","","","","","","","","","","","","","","","","",""
"11/25/10","450","18","104","586","0","1,158","Snowy","","","","","","","","","","","","","","","","","",""
"11/24/10","321","59","14","331","0","725","Cloudy","","","","","","","","","","","","","","","","","",""
"11/23/10","285","63","36","513","0","897","Sunny","","","","","","","","","","","","","","","","","",""
"11/22/10","472","143","0","261","0","876","Cloudy","","","","","","","","","","","","","","","","","",""
"11/21/10","1101","291","98","0","0","1,490","Sunny","","","","","","","","","","","","","","","","","",""
"11/20/10","1650","135","115","0","0","1,900","Snowy","","","","","","","","","","","","","","","","","",""
"11/19/10","844","130","139","741","0","1,854","Rainy","","","","","","","","","","","","","","","","","",""
"11/18/10","511","89","51","898","0","1,549","Sunny","","","","","","","","","","","","","","","","","",""
"11/17/10","287","87","0","642","0","1,016","Rainy","","","","","","","","","","","","","","","","","",""
"11/16/10","423","100","110","707","0","1,340","Sunny","","","","","","","","","","","","","","","","","",""
"11/15/10","428","88","35","180","0","731","Rainy","","","","","","","","","","","","","","","","","",""
"11/14/10","1367","435","0","0","0","1,802","Cloudy","","","","","","","","","","","","","","","","","",""
"11/13/10","2488","467","77","0","0","3,032","Rainy","","","","","","","","","","","","","","","","","",""
"11/12/10","2140","499","93","174","0","2,906","Cloudy","","","","","","","","","","","","","","","","","",""
"11/11/10","2562","736","70","0","0","3,368","Rainy","","","","","","","","","","","","","","","","","",""
"11/10/10","347","63","12","471","0","893","Sunny","","","","","","","","","","","","","","","","","",""
"11/9/10","432","118","10","340","0","900","Rainy","","","","","","","","","","","","","","","","","",""
"11/8/10","407","79","19","281","0","786","Sunny","","","","","","","","","","","","","","","","","",""
"11/7/10","1527","306","153","0","0","1,986","Sunny","","","","","","","","","","","","","","","","","",""
"11/6/10","2323","395","170","0","0","2,888","Rainy","","","","","","","","","","","","","","","","","",""
"11/5/10","965","106","74","670","0","1,815","Rainy","","","","","","","","","","","","","","","","","",""
"11/4/10","633","53","172","208","0","1,066","Sunny","","","","","","","","","","","","","","","","","",""
"11/3/10","297","60","26","389","0","772","Sunny","","","","","","","","","","","","","","","","","",""
"11/2/10","309","77","158","192","0","736","Sunny","","","","","","","","","","","","","","","","","",""
"11/1/10","478","133","22","199","0","832","Rainy","","","","","","","","","","","","","","","","","",""
"10/31/10","767","142","0","0","0","909","Rainy","","","","","","","","","","","","","","","","","",""
"10/30/10","1451","228","23","0","0","1,702","Cloudy","","","","","","","","","","","","","","","","","",""
"10/29/10","877","100","54","311","0","1,342","Cloudy","","","","","","","","","","","","","","","","","",""
"10/28/10","667","114","163","343","0","1,287","Rainy","","","","","","","","","","","","","","","","","",""
"10/27/10","284","54","20","410","0","768","Rainy","","","","","","","","","","","","","","","","","",""
"10/26/10","581","77","0","419","0","1,077","Rainy","","","","","","","","","","","","","","","","","",""
"10/25/10","636","113","61","530","0","1,340","Rainy","","","","","","","","","","","","","","","","","",""
"10/24/10","2012","391","64","0","0","2,467","Rainy","","","","","","","","","","","","","","","","","",""
"10/23/10","1532","222","0","1","0","1,755","Cloudy","","","","","","","","","","","","","","","","","",""
"10/22/10","2456","674","251","52","0","3,433","Cloudy","","","","","","","","","","","","","","","","","",""
"10/21/10","841","117","82","479","0","1,519","Sunny","","","","","","","","","","","","","","","","","",""
"10/20/10","516","54","71","140","0","781","Sunny","","","","","","","","","","","","","","","","","",""
"10/19/10","528","92","66","425","0","1,111","Sunny","","","","","","","","","","","","","","","","","",""
"10/18/10","604","53","0","85","0","742","Cloudy","","","","","","","","","","","","","","","","","",""
"10/17/10","1584","325","1","0","0","1,910","Sunny","","","","","","","","","","","","","","","","","",""
"10/16/10","2592","280","73","0","0","2,945","Sunny","","","","","","","","","","","","","","","","","",""
"10/15/10","2516","89","81","562","0","3,248","Sunny","","","","","","","","","","","","","","","","","",""
"10/14/10","1966","99","92","487","0","2,644","Cloudy","","","","","","","","","","","","","","","","","",""
"10/13/10","849","60","43","41","0","993","Sunny","","","","","","","","","","","","","","","","","",""
"10/12/10","786","61","18","116","0","981","Cloudy","","","","","","","","","","","","","","","","","",""
"10/11/10","1866","481","0","0","0","2,347","Rainy","","","","","","","","","","","","","","","","","",""
"10/10/10","2118","136","0","0","0","2,254","Sunny","","","","","","","","","","","","","","","","","",""
"10/9/10","3193","512","33","2","0","3,740","Rainy","","","","","","","","","","","","","","","","","",""
"10/8/10","2418","335","157","262","0","3,172","Cloudy","","","","","","","","","","","","","","","","","",""
"10/7/10","579","54","30","472","0","1,135","Sunny","","","","","","","","","","","","","","","","","",""
"10/7/10","1141","94","302","373","0","1,910","Cloudy","","","","","","","","","","","","","","","","","",""
"10/5/10","576","52","7","247","0","882","Sunny","","","","","","","","","","","","","","","","","",""
"10/4/10","963","103","87","169","0","1,322","Cloudy","","","","","","","","","","","","","","","","","",""
"10/3/10","2161","581","17","0","0","2,759","Cloudy","","","","","","","","","","","","","","","","","",""
"10/2/10","3104","306","28","0","0","3,438","Sunny","","","","","","","","","","","","","","","","","",""
"10/1/10","1655","100","57","281","0","2,093","Sunny","","","","","","","","","","","","","","","","","",""
"9/30/10","1225","105","50","91","0","1,471","Sunny","","","","","","","","","","","","","","","","","",""
"9/29/10","538","73","32","52","0","695","Sunny","","","","","","","","","","","","","","","","","",""
"9/28/10","638","103","0","139","0","880","Cloudy","","","","","","","","","","","","","","","","","",""
"9/27/10","1254","396","27","0","0","1,677","Cloudy","","","","","","","","","","","","","","","","","",""
"9/26/10","2768","461","27","0","0","3,256","Cloudy","","","","","","","","","","","","","","","","","",""
"9/25/10","3562","293","54","0","0","3,909","Cloudy","","","","","","","","","","","","","","","","","",""
"9/24/10","2474","397","166","0","0","3,037","Cloudy","","","","","","","","","","","","","","","","","",""
"9/23/10","1478","171","0","45","0","1,694","Rainy","","","","","","","","","","","","","","","","","",""
"9/22/10","641","94","0","16","0","751","Sunny","","","","","","","","","","","","","","","","","",""
"9/21/10","620","92","19","0","0","731","Cloudy","","","","","","","","","","","","","","","","","",""
"9/20/10","1069","156","0","0","0","1,225","Cloudy","","","","","","","","","","","","","","","","","",""
"9/19/10","2590","609","17","0","0","3,216","Rainy","","","","","","","","","","","","","","","","","",""
"9/18/10","3473","546","15","4","0","4,038","Rainy","","","","","","","","","","","","","","","","","",""
"9/17/10","1514","161","50","36","0","1,761","Cloudy","","","","","","","","","","","","","","","","","",""
"9/16/10","861","166","127","24","0","1,178","Cloudy","","","","","","","","","","","","","","","","","",""
"9/15/10","0","79","0","0","0","79","Cloudy","","","","","","","","","","","","","","","","","",""
"9/7/10","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"9/6/10","1400","785","0","0","0","2,185","Rainy","","","","","","","","","","","","","","","","","",""
"9/5/10","899","400","50","0","26","1,375","Sunny","","","","","","","","","","","","","","","","","",""
"9/4/10","818","264","25","0","16","1,123","Sunny","","","","","","","","","","","","","","","","","",""
"9/3/10","561","271","38","0","0","870","Sunny","","","","","","","","","","","","","","","","","",""
"9/2/10","616","316","63","0","0","995","Sunny","","","","","","","","","","","","","","","","","",""
"9/1/10","779","407","30","0","0","1,216","Sunny","","","","","","","","","","","","","","","","","",""
"8/31/10","1718","554","78","0","0","2,350","Rainy","","","","","","","","","","","","","","","","","",""
"8/30/10","775","224","30","0","0","1,029","Sunny","","","","","","","","","","","","","","","","","",""
"8/29/10","884","356","36","0","0","1,276","Sunny","","","","","","","","","","","","","","","","","",""
"8/28/10","804","329","0","0","34","1,167","Sunny","","","","","","","","","","","","","","","","","",""
"8/27/10","1296","454","88","0","0","1,838","Cloudy","","","","","","","","","","","","","","","","","",""
"8/26/10","1161","451","26","0","0","1,638","Cloudy","","","","","","","","","","","","","","","","","",""
"8/25/10","783","230","136","0","0","1,149","Sunny","","","","","","","","","","","","","","","","","",""
"8/24/10","754","196","77","0","0","1,027","Sunny","","","","","","","","","","","","","","","","","",""
"8/23/10","845","296","135","0","0","1,276","Sunny","","","","","","","","","","","","","","","","","",""
"8/22/10","1199","504","0","0","35","1,738","Sunny","","","","","","","","","","","","","","","","","",""
"8/21/10","978","334","0","0","13","1,325","Sunny","","","","","","","","","","","","","","","","","",""
"8/20/10","1088","289","213","0","0","1,590","Sunny","","","","","","","","","","","","","","","","","",""
"8/19/10","1516","377","91","0","0","1,984","Cloudy","","","","","","","","","","","","","","","","","",""
"8/18/10","1033","324","151","0","10","1,518","Cloudy","","","","","","","","","","","","","","","","","",""
"8/17/10","791","181","115","0","0","1,087","Sunny","","","","","","","","","","","","","","","","","",""
"8/16/10","802","209","58","0","0","1,069","Sunny","","","","","","","","","","","","","","","","","",""
"8/15/10","737","297","0","0","0","1,034","Sunny","","","","","","","","","","","","","","","","","",""
"8/14/10","892","284","22","0","0","1,198","Sunny","","","","","","","","","","","","","","","","","",""
"8/13/10","716","208","343","0","0","1,267","Sunny","","","","","","","","","","","","","","","","","",""
"8/12/10","931","184","181","0","0","1,296","Sunny","","","","","","","","","","","","","","","","","",""
"8/11/10","946","247","217","0","0","1,410","Sunny","","","","","","","","","","","","","","","","","",""
"8/10/10","1102","391","281","0","0","1,774","Cloudy","","","","","","","","","","","","","","","","","",""
"8/9/10","1601","550","128","0","0","2,279","Rainy","","","","","","","","","","","","","","","","","",""
"8/8/10","1928","699","9","0","0","2,636","Cloudy","","","","","","","","","","","","","","","","","",""
"8/7/10","2464","839","103","0","0","3,406","Rainy","","","","","","","","","","","","","","","","","",""
"8/6/10","910","264","240","0","0","1,414","Cloudy","","","","","","","","","","","","","","","","","",""
"8/5/10","1262","317","455","0","0","2,034","Cloudy","","","","","","","","","","","","","","","","","",""
"8/4/10","973","247","237","0","0","1,457","Sunny","","","","","","","","","","","","","","","","","",""
"8/3/10","881","264","235","0","0","1,380","Sunny","","","","","","","","","","","","","","","","","",""
"8/2/10","987","382","48","0","0","1,417","Sunny","","","","","","","","","","","","","","","","","",""
"8/1/10","1117","480","0","0","0","1,597","Cloudy","","","","","","","","","","","","","","","","","",""
"7/31/10","1031","310","189","0","0","1,530","Sunny","","","","","","","","","","","","","","","","","",""
"7/30/10","867","193","233","0","0","1,293","Sunny","","","","","","","","","","","","","","","","","",""
"7/29/10","994","260","405","97","0","1,756","Sunny","","","","","","","","","","","","","","","","","",""
"7/28/10","863","234","366","0","0","1,532","Sunny","","","","","","","","","","","","","","","","","",""
"7/27/10","894","230","304","0","0","1,428","Sunny","","","","","","","","","","","","","","","","","",""
"7/26/10","950","203","186","0","0","1,339","Sunny","","","","","","","","","","","","","","","","","",""
"7/25/10","845","326","64","0","23","1,258","Sunny","","","","","","","","","","","","","","","","","",""
"7/24/10","823","295","121","0","0","1,239","Sunny","","","","","","","","","","","","","","","","","",""
"7/23/10","899","221","145","0","0","1,265","Sunny","","","","","","","","","","","","","","","","","",""
"7/22/10","1005","324","329","0","0","1,658","Cloudy","","","","","","","","","","","","","","","","","",""
"7/21/10","833","209","447","0","0","1,489","Sunny","","","","","","","","","","","","","","","","","",""
"7/20/10","831","209","442","0","0","1,482","Sunny","","","","","","","","","","","","","","","","","",""
"7/19/10","730","223","261","0","0","1,214","Sunny","","","","","","","","","","","","","","","","","",""
"7/18/10","725","340","0","0","37","1,102","Sunny","","","","","","","","","","","","","","","","","",""
"7/17/10","727","261","95","0","22","1,105","Sunny","","","","","","","","","","","","","","","","","",""
"7/16/10","800","260","416","0","0","1,476","Sunny","","","","","","","","","","","","","","","","","",""
"7/15/10","796","246","272","0","0","1,314","Sunny","","","","","","","","","","","","","","","","","",""
